10	11
10.04	9
10.08	12
10.12	12
10.16	19
10.2	10
10.24	12
10.28	17
10.32	16
10.36	18
10.4	19
10.44	20
10.48	16
10.52	17
10.56	14
10.6	15
10.64	12
10.68	10
10.72	12
10.76	17
10.8	9
10.84	13
10.88	15
10.92	12
10.96	10
11	7
11.04	10
11.08	14
11.12	13
11.16	14
11.2	11
11.24	14
11.28	14
11.32	11
11.36	12
11.4	18
11.44	12
11.48	5
11.52	10
11.56	22
11.6	9
11.64	14
11.68	8
11.72	14
11.76	12
11.8	8
11.84	13
11.88	8
11.92	9
11.96	13
12	11
12.04	15
12.08	17
12.12	11
12.16	15
12.2	13
12.24	14
12.28	16
12.32	9
12.36	17
12.4	10
12.44	12
12.48	8
12.52	12
12.56	16
12.6	7
12.64	11
12.68	17
12.72	9
12.76	9
12.8	21
12.84	10
12.88	7
12.92	9
12.96	10
13	9
13.04	14
13.08	9
13.12	11
13.16	6
13.2	12
13.24	8
13.28	16
13.32	5
13.36	4
13.4	9
13.44	10
13.48	4
13.52	12
13.56	7
13.6	8
13.64	11
13.68	11
13.72	11
13.76	10
13.8	7
13.84	14
13.88	6
13.92	9
13.96	4
14	10
14.04	13
14.08	13
14.12	10
14.16	11
14.2	8
14.24	7
14.28	6
14.32	9
14.36	4
14.4	16
14.44	3
14.48	11
14.52	4
14.56	11
14.6	4
14.64	14
14.68	8
14.72	8
14.76	14
14.8	9
14.84	8
14.88	11
14.92	6
14.96	3
15	12
15.04	5
15.08	12
15.12	12
15.16	15
15.2	13
15.24	6
15.28	6
15.32	7
15.36	4
15.4	13
15.44	7
15.48	4
15.52	6
15.56	7
15.6	10
15.64	6
15.68	8
15.72	9
15.76	7
15.8	12
15.84	7
15.88	5
15.92	13
15.96	10
16	8
16.04	8
16.08	10
16.12	7
16.16	11
16.2	6
16.24	7
16.28	10
16.32	16
16.36	3
16.4	10
16.44	6
16.48	9
16.52	12
16.56	7
16.6	10
16.64	6
16.68	8
16.72	9
16.76	6
16.8	6
16.84	9
16.88	8
16.92	3
16.96	11
17	13
17.04	4
17.08	12
17.12	5
17.16	6
17.2	11
17.24	8
17.28	3
17.32	12
17.36	6
17.4	3
17.44	9
17.48	11
17.52	6
17.56	15
17.6	8
17.64	10
17.68	10
17.72	6
17.76	8
17.8	9
17.84	5
17.88	7
17.92	11
17.96	12
18	11
18.04	12
18.08	6
18.12	5
18.16	7
18.2	8
18.24	6
18.28	8
18.32	6
18.36	3
18.4	5
18.44	5
18.48	7
18.52	7
18.56	8
18.6	4
18.64	9
18.68	9
18.72	12
18.76	10
18.8	6
18.84	7
18.88	4
18.92	9
18.96	7
19	7
19.04	12
19.08	4
19.12	7
19.16	7
19.2	7
19.24	6
19.28	8
19.32	7
19.36	6
19.4	3
19.44	4
19.48	4
19.52	5
19.56	4
19.6	11
19.64	4
19.68	4
19.72	9
19.76	5
19.8	8
19.84	13
19.88	7
19.92	3
19.96	6
20	5
20.04	8
20.08	4
20.12	6
20.16	10
20.2	6
20.24	3
20.28	13
20.32	2
20.36	6
20.4	12
20.44	10
20.48	9
20.52	2
20.56	8
20.6	6
20.64	8
20.68	8
20.72	5
20.76	8
20.8	6
20.84	3
20.88	5
20.92	9
20.96	9
21	9
21.04	2
21.08	7
21.12	11
21.16	6
21.2	3
21.24	9
21.28	7
21.32	8
21.36	13
21.4	12
21.44	3
21.48	9
21.52	6
21.56	5
21.6	5
21.64	5
21.68	7
21.72	9
21.76	3
21.8	4
21.84	8
21.88	7
21.92	7
21.96	5
22	4
22.04	9
22.08	5
22.12	4
22.16	9
22.2	4
22.24	9
22.28	6
22.32	4
22.36	10
22.4	5
22.44	10
22.48	3
22.52	3
22.56	5
22.6	10
22.64	5
22.68	10
22.72	8
22.76	5
22.8	12
22.84	7
22.88	7
22.92	8
22.96	3
23	5
23.04	6
23.08	2
23.12	4
23.16	8
23.2	9
23.24	3
23.28	7
23.32	6
23.36	4
23.4	6
23.44	10
23.48	7
23.52	7
23.56	3
23.6	7
23.64	7
23.68	3
23.72	8
23.76	9
23.8	5
23.84	5
23.88	4
23.92	5
23.96	3
24	10
24.04	4
24.08	6
24.12	9
24.16	13
24.2	5
24.24	5
24.28	13
24.32	7
24.36	5
24.4	6
